"report_year","field","agency","funding_total","funding_agency","agency_pct"
2023,"Computer and information sciences","NASA",2417938,30726,"0.01270752186367061521"
2023,"Computer and information sciences","DOD",2417938,1089161,"0.45045034239918475991"
2023,"Computer and information sciences","NSF",2417938,844522,"0.34927363728929360472"
2023,"Computer and information sciences","HHS",2417938,194801,"0.08056492763668878193"
2023,"Engineering","Other agencies",10931327,1156754,"0.10582008936334993912"
2023,"Engineering","NASA",10931327,713488,"0.06527002622828866065"
2023,"Engineering","DOD",10931327,4687204,"0.42878636783987890949"
2023,"Engineering","HHS",10931327,1346015,"0.12313372383792013541"
2023,"Engineering","NSF",10931327,1731109,"0.15836220067334917344"
2023,"Engineering","USDA",10931327,106665,"0.00975773572595532089"
2023,"Engineering","DOE",10931327,1190092,"0.10886985633125786101"
2023,"Life sciences","DOD",33896235,1632039,"0.04814809078353392346"
2023,"Life sciences","NASA",33896235,91364,"0.00269540260149836700"
2023,"Life sciences","DOE",33896235,236841,"0.00698723619304621885"
2023,"Life sciences","Other agencies",33896235,739970,"0.02183044813089123320"
2023,"Life sciences","USDA",33896235,1385357,"0.04087052736092961357"
2023,"Life sciences","HHS",33896235,28903440,"0.85270355247419071764"
2023,"Life sciences","NSF",33896235,907224,"0.02676474245590992628"
2023,"Mathematics and statistics","HHS",661446,73821,"0.11160548253372157364"
2023,"Mathematics and statistics","DOD",661446,185496,"0.28044012663165247050"
2023,"Mathematics and statistics","DOE",661446,10810,"0.01634298189118990817"
2023,"Mathematics and statistics","NSF",661446,251663,"0.38047399183002089362"
2023,"Mathematics and statistics","NASA",661446,101103,"0.15285147993940548435"
2023,"Mathematics and statistics","USDA",661446,7056,"0.01066753748605328326"
2023,"Mathematics and statistics","Other agencies",661446,31497,"0.04761839968795638646"
2023,"Non-S&E","DOE",1724799,14492,"0.00840213845207470552"
2023,"Non-S&E","HHS",1724799,433952,"0.25159569317932118467"
2023,"Non-S&E","NASA",1724799,11672,"0.00676716533346784176"
2023,"Non-S&E","NSF",1724799,389384,"0.22575616057291313365"
2023,"Non-S&E","DOD",1724799,100328,"0.05816793724949979679"
2023,"Non-S&E","USDA",1724799,41119,"0.02383987931347362794"
2023,"Non-S&E","Other agencies",1724799,733852,"0.42547102589924970968"
2023,"Other sciences","NASA",475264,7513,"0.01580805615405332615"
2023,"Other sciences","Other agencies",475264,50963,"0.10723092849447885807"
2023,"Other sciences","USDA",475264,11168,"0.02349851871801777538"
2023,"Other sciences","DOD",475264,110168,"0.23180379746835443038"
2023,"Other sciences","DOE",475264,28646,"0.06027386883921357393"
2023,"Other sciences","HHS",475264,137975,"0.29031233167250201993"
2023,"Other sciences","NSF",475264,128831,"0.27107249865338001616"
2023,"Physical sciences","USDA",4621763,14884,"0.00322041610528276764"
2023,"Physical sciences","DOE",4621763,977109,"0.21141477829996908106"
2023,"Physical sciences","HHS",4621763,729009,"0.15773396429025027895"
2023,"Physical sciences","DOD",4621763,739426,"0.15998786610217789186"
2023,"Physical sciences","Other agencies",4621763,107688,"0.02330019951261023120"
2023,"Physical sciences","NSF",4621763,1284351,"0.27789200787664793716"
2023,"Physical sciences","NASA",4621763,769296,"0.16645076781306181213"
2023,"Psychology","DOD",978784,80354,"0.08209574328963285056"
2023,"Psychology","Other agencies",978784,80768,"0.08251871710203681303"
2023,"Psychology","NASA",978784,16442,"0.01679839474286461569"
2023,"Psychology","USDA",978784,3620,"0.00369846666884624187"
2023,"Psychology","HHS",978784,713565,"0.72903214600974270115"
2023,"Psychology","DOE",978784,744,"0.00076012685127668617"
2023,"Psychology","NSF",978784,83291,"0.08509640533560009154"
2023,"Social sciences","HHS",1202546,505495,"0.42035398230088495575"
2023,"Social sciences","NASA",1202546,15219,"0.01265564893151696484"
2023,"Social sciences","USDA",1202546,69862,"0.05809507494931586817"
2023,"Social sciences","DOE",1202546,17502,"0.01455412100659766861"
2023,"Social sciences","DOD",1202546,101687,"0.08455975904456045756"
2023,"Social sciences","Other agencies",1202546,299804,"0.24930771878996728607"
2023,"Social sciences","NSF",1202546,192977,"0.16047369497715679899"
